"","IDENT","elev","PerSlope","aspect","Northness","Sdclass","Rockiness","VallyBotFlat","topowet","PPTann","pptColdQtr","pptWarmQtr","cvTemp","TempColdMin","TempColdMean","TempWarmMean","cvRad","annMeanRad","miAnnMean","miColdQtr","miWarmQtr","T0","T1","T2","GeolID","GeolClass","SOIL","Sandiness","Loaminess","K","Thor","Uran","THtoK","TotalC"
"344","K3",546,20,205.88095,-0.899702959,100,0,0,7.72,861,307,123,151,22,64,174,46,154,71,22.28,24.72,1320.94,2481.04,5026.05,2688,"Ssr","",1,0,0.33,3.9,3.84,1.27,878.04
"345","K4",546,20,205.88095,-0.899702959,100,0,0,7.72,861,307,123,151,22,64,174,46,154,71,22.28,24.72,1320.94,2481.04,5026.05,2688,"Ssr","",1,0,0.33,3.9,3.84,1.27,878.04
"346","K5",546,20,205.88095,-0.899702959,100,0,0,7.72,861,307,123,151,22,64,174,46,154,71,22.28,24.72,1320.94,2481.04,5026.05,2688,"Ssr","",1,0,0.33,3.9,3.84,1.27,878.04
"347","L1",586,33,43.429065,0.726226032,100,0,0,6.62,902,316,131,148,20,60,167,46,152,73,20,29,8487.46,8238.43,6235.5,3606,"Ssr","",1,0,-0.1,0.39,2.97,-0.04,696.29
"348","BARK1",475,36,298.977874,0.484471831,5,95,0,6.87,841,301,120,151,24,67,177,46,155,70,24,23.85,6724.56,7879.55,7436.17,2688,"Ssr","",1,0,0.28,2.21,2.19,0.62,572.85
"349","BARK2",510,8,298.415802,0.475866795,10,90,0,10.75,857,304,124,151,22,64,174,46,154,71,22,25,6868.91,7983.1,7545.17,2688,"Ssr","",1,0,0.26,2.89,2.46,0.75,556.78
"350","BARK3",510,8,298.415802,0.475866795,10,90,0,10.75,857,304,124,151,22,64,174,46,154,71,22,25,6868.91,7983.1,7545.17,2688,"Ssr","",1,0,0.26,2.89,2.46,0.75,556.78
"351","BARK4",445,39,307.534729,0.609242197,5,95,0,8.8,835,300,119,151,25,68,178,46,155,70,24.92,23,7776.47,8231.76,6988.03,2688,"Ssr","",1,0,0.21,1.78,2.81,0.37,592.75
"352","DC1",244,1,358.024566,0.999405699,100,0,4.97,18.09,758,277,105,149,31,79,188,45,157,66,31,18,10889.9,8021.99,3641.66,3417,"Qrcp","sandy clay loam",0,0,-0.32,7.5,0.67,-2.38,890.01
"353","N1",245,6,52.195751,0.612965649,100,0,1.47,9.66,714,249,106,145,32,79,185,45,157,65,32,18,7796.32,8233.08,6968.25,3990,"Dg400","sandy loam",1,0,0.43,3.67,5.95,1.57,1008.29
"354","N2",262,6,61.914661,0.470786145,100,0,1.5,14.38,706,243,107,144,32,78,183,45,157,66,32,19,7020.39,8120.63,7640.92,3990,"Dg400","sandy loam",1,0,0.69,6.29,0.63,4.37,1196.06
"355","DC2",248,2,0.757705,0.999912558,100,0,2.57,11.58,704,244,106,145,32,79,185,45,157,65,32,18,10879.11,8002.58,3614.77,3990,"Dg400","sandy clay loam",0,0,1.1,9.96,4.4,10.96,1137.26
"356","DC3",254,13,70.925041,0.32680488,100,40,0,8.14,726,255,107,145,32,79,185,45,156,66,32,19,6252.73,7869.26,8088,3990,"Dg400","",0,0,1.53,10.8,4.53,16.52,1238.58
"357","DC4",238,4,335.233581,0.908023163,100,5,1.73,12.32,717,252,105,146,32,80,186,45,157,65,32,18,10098.68,8284.55,4787.89,3857,"Czss","sandy loam",1,0,-0.13,23.23,4.85,-3.12,1761.57
"358","DC5",238,2,346.457702,0.972197317,100,5,2.42,11.21,712,250,105,145,32,80,186,45,157,65,32,18,10697.19,8166.91,4056.05,3990,"Dg400","sandy loam",1,0,0.58,24.55,4.62,14.31,1824.84
"359","DC6",225,2,297.584136,0.463050646,100,0,4.61,11.82,712,252,104,146,33,80,187,45,157,65,33,18,6852.67,7339.43,7284.44,3857,"Czss","sandy clay loam",0,0,-0.36,-1.66,5.39,0.6,871.81
"360","DC7",225,0,278.318023,0.14466746,100,0,4.91,15.09,711,251,104,146,33,80,187,45,157,65,33,18,5309.34,7433.57,8425.95,3417,"Qrcp","sandy clay",0,0,-0.32,5.4,2.42,-1.7,819.44
"361","DC8",237,2,243.759826,-0.442134874,100,0,2.73,14.62,743,267,105,147,32,80,187,45,157,66,32,18,2602.93,4852.65,7757.68,3417,"Qrcp","sandy clay",0,0,-0.45,5.54,0.01,-2.52,1115.15
"362","DC9",256,2,23.095048,0.919855403,100,0,2.87,11.98,768,281,107,149,31,78,187,46,156,66,31,18,10213.81,8269.65,4658.72,2688,"Ssr","sandy clay loam",0,0,-0.3,3.41,3.7,-1.03,715
"363","DC10",236,3,174.910614,-0.996057516,100,0,4.43,10.55,741,270,104,149,31,80,188,45,157,65,31,18,1350.9,1752.26,4534.38,2688,"Ssr","sandy clay loam",0,0,-0.6,2.99,2.53,-1.8,862.88
"364","O1",694,2,320.430023,0.770847147,100,15,0,9.94,959,336,140,151,16,53,162,46,151,76,16,33.53,8477.57,8042.24,5885.02,2688,"Ssr","sandy loam",1,0,0.34,3.37,0.06,1.14,558.33
"365","DC11",523,37,152.876922,-0.890029245,100,10,0,9.62,864,305,126,150,22,63,172,46,154,72,21.97,26.05,1410.77,2663.37,5699.51,2688,"Ssr","sandy loam",1,0,0.51,13.92,0.92,7.09,1081.6
"366","P1",635,34,257.76947,-0.211845582,100,0,0,7.38,910,314,136,148,19,57,165,46,152,75,19,32,3585,6210.16,8425.02,2688,"Ssr","sandy loam",1,0,-0.64,0.11,6.45,-0.07,850.22
"367","ROS1",796,20,20.516403,0.936571891,10,95,0,5.16,1058,368,155,150,11,45,154,46,149,79,11,41.17,2545.17,1366.98,700.07,2688,"Ssr","sandy loam",1,0,0.41,7.38,3.37,3.03,707.81
"368","ROS4",774,50,43.5,0.725374371,15,85,0,6.49,1037,361,151,151,12,47,155,46,150,78.16,12,39.64,2721.21,2954.05,1425.41,2688,"Ssr","sandy loam",1,0,0.11,6.13,2.29,0.65,548.69
"369","ROS6",700,33,40.305561,0.76260555,15,85,0,7.73,993,346,145,151,14,50,159,46,151,77,14,37,8571.14,7996.42,3730.38,2688,"Ssr","sandy loam",1,0,0.15,5.64,1.36,0.83,512.72
"370","ROS7",740,33,49.34563,0.651494424,25,10,0,6.36,1050,366,153,151,11,46,154,46,149,78.45,11.66,39.97,6049.96,6328.54,3210.97,2688,"Ssr","sandy loam",1,0,0.31,7.01,1.48,2.17,556.66
"371","ROS9",755,47,233.863632,-0.589709103,70,5,0,7.18,982,343,144,151,15,51,160,46,151,76.89,14.11,35.89,1614.96,3500.66,4714.98,2688,"Ssr","sandy loam",1,0,-0.08,7.27,1.78,-0.56,571.45
"372","ROS10",702,24,319.159667,0.756534897,70,5,0,7.45,964,337,141,151,16,53,162,46,151,76,16,34,8172.33,7901.3,5946.9,2688,"Ssr","sandy loam",1,0,0.23,3.44,3.7,0.78,581.32
"373","BLK1",702,24,319.159667,0.756534897,100,0,0,7.45,964,337,141,151,16,53,162,46,151,76,16,34,8172.33,7901.3,5946.9,2688,"Ssr","loamy sand",1,0,0.23,3.44,3.7,0.78,581.32
"374","BLK5",702,24,319.159667,0.756534897,100,0,0,7.45,964,337,141,151,16,53,162,46,151,76,16,34,8172.33,7901.3,5946.9,2688,"Ssr","loamy sand",1,0,0.23,3.44,3.7,0.78,581.32
"375","BLK6",702,24,319.159667,0.756534897,100,0,0,7.45,964,337,141,151,16,53,162,46,151,76,16,34,8172.33,7901.3,5946.9,2688,"Ssr","loamy sand",1,0,0.23,3.44,3.7,0.78,581.32
"376","BLK7",702,24,319.159667,0.756534897,100,0,0,7.45,964,337,141,151,16,53,162,46,151,76,16,34,8172.33,7901.3,5946.9,2688,"Ssr","loamy sand",1,0,0.23,3.44,3.7,0.78,581.32
"377","BLK8",702,24,319.159667,0.756534897,100,0,0,7.45,964,337,141,151,16,53,162,46,151,76,16,34,8172.33,7901.3,5946.9,2688,"Ssr","loamy sand",1,0,0.23,3.44,3.7,0.78,581.32
"378","BLK9",702,24,319.159667,0.756534897,100,0,0,7.45,964,337,141,151,16,53,162,46,151,76,16,34,8172.33,7901.3,5946.9,2688,"Ssr","loamy sand",1,0,0.23,3.44,3.7,0.78,581.32
"379","BLK10",702,24,319.159667,0.756534897,100,0,0,7.45,964,337,141,151,16,53,162,46,151,76,16,34,8172.33,7901.3,5946.9,2688,"Ssr","loamy sand",1,0,0.23,3.44,3.7,0.78,581.32
"380","BLK11",702,24,319.159667,0.756534897,100,0,0,7.45,964,337,141,151,16,53,162,46,151,76,16,34,8172.33,7901.3,5946.9,2688,"Ssr","loamy sand",1,0,0.23,3.44,3.7,0.78,581.32
"381","BLK12-14",702,24,319.159667,0.756534897,100,0,0,7.45,964,337,141,151,16,53,162,46,151,76,16,34,8172.33,7901.3,5946.9,2688,"Ssr","loamy sand",1,0,0.23,3.44,3.7,0.78,581.32
"382","BLK15",702,24,319.159667,0.756534897,100,0,0,7.45,964,337,141,151,16,53,162,46,151,76,16,34,8172.33,7901.3,5946.9,2688,"Ssr","loamy sand",1,0,0.23,3.44,3.7,0.78,581.32
"383","Z1",639,9,278.426177,0.146534987,100,15,0.65,9.95,925,326,134,151,17,56,166,46,152,74,17,30,2676.4,5520.53,7540.62,2688,"Ssr","sandy loam",1,0,0.16,3.11,3.4,0.5,831.81
"384","Z2",417,4,203.463165,-0.917316237,100,5,1.96,22.4,829,300,116,152,24,69,179,46,155,69,24,22,1415.49,2468.06,5441.09,2688,"Ssr","loam",0,1,-0.03,0.18,3.21,0,636.54
"385","Z3",459,8,268.845275,-0.020152389,100,0,0,9.54,842,303,119,152,23,67,177,46,155,70,23,23,3001.28,5610.94,7875.7,2688,"Ssr","loamy sand",1,0,0,2.96,2.89,0,685.67
"386","Z4",369,2,120.547988,-0.508259841,100,0,2.94,8.78,799,289,112,151,26,72,182,45,156,68,26,20,2359.63,4950.47,7910.13,2688,"Ssr","loamy sand",1,0,0.07,1.51,1.86,0.11,714.58
"387","Z5",260,18,180.550582,-0.999953829,100,0,0,10.41,751,274,104,150,30,78,188,45,157,65,30,18,1312.82,1670.25,4434.32,3417,"Qrcp","sandy loam",1,0,0.11,0.97,2.31,0.11,717.91
"388","Z5a",260,18,180.550582,-0.999953829,100,0,0,10.41,751,274,104,150,30,78,188,45,157,65,30,18,1312.82,1670.25,4434.32,3417,"Qrcp","sandy clay loam",0,0,0.11,0.97,2.31,0.11,717.91
"389","Z6",275,12,260.44989,-0.165910133,100,0,0,11.98,762,278,106,150,30,78,187,45,157,66,30,18,3809.41,6407.86,8490.18,3417,"Qrcp","loamy sand",1,0,-0.17,1.21,3.32,-0.21,703.43
"390","Z7",328,55,181.680236,-0.999570034,100,0,0,7.78,783,286,109,150,29,76,185,46,156,67,28.92,19,1320.94,1680.59,4283.22,3417,"Qrcp","sandy loam",1,0,-0.33,-0.08,3.09,0.03,703.8
"391","Z8",257,5,169.211349,-0.982324347,100,0,0.61,9.1,769,282,106,149,31,79,187,46,156,66,31,18,1386.13,1910.84,4727.83,3417,"Qrcp","sandy clay loam",0,0,-0.47,1.41,2.77,-0.67,684.37
"392","Z9",252,5,237.662933,-0.534899072,100,0,0,8.83,766,281,106,149,31,79,188,46,156,66,31,18,2251.65,4809.6,7815.28,3417,"Qrcp","sandy clay loam",0,0,-1.28,-0.05,5.23,0.07,756.45
"393","Z10",279,3,310.879089,0.654464909,100,0,1.59,9.23,706,241,108,144,32,77,182,45,156,66,32,19,8033.61,8237.88,6715.28,3990,"Dg400","sandy clay loam",0,0,-0.25,8.71,4.06,-2.18,1119.43
"394","Z11",274,5,77.200622,0.221537911,100,0,0.61,10.74,707,242,107,144,32,78,183,45,156,66,32,19,5695.87,7620.16,8289.13,3990,"Dg400","sandy clay",0,0,-0.86,5.35,5.54,-4.58,1123.25
"395","Z12",248,2,2.76045,0.998839619,100,0,2.58,11.82,704,244,105,145,32,79,185,45,157,65,32,18,10886.6,8024.31,3649.37,3990,"Dg400","sandy clay loam",0,0,1.1,9.96,4.4,10.96,1137.26
"396","Z13",244,2,9.50529,0.986270359,100,0,3.8,14.55,703,244,105,145,32,79,185,45,157,65,32,18,10814.25,8117.31,3872.87,3990,"Dg400","sandy clay loam",0,0,0.76,10.13,8.18,7.66,1283.28
"397","Z14",229,2,335.114593,0.907151221,100,0,2.72,10.19,710,250,104,145,33,80,186,45,157,65,33,18,10092.18,8288.74,4800.75,3857,"Czss","clay loam",0,1,1.32,13.7,4.18,18.07,1339.81
"398","Z15",225,2,297.584136,0.463050646,100,0,4.61,11.82,712,252,104,146,33,80,187,45,157,65,33,18,6852.67,7339.43,7284.44,3857,"Czss","sandy clay",0,0,-0.36,-1.66,5.39,0.6,871.81
"399","Z16",225,2,297.584136,0.463050646,100,0,4.61,11.82,712,252,104,146,33,80,187,45,157,65,33,18,6852.67,7339.43,7284.44,3857,"Czss","sandy clay loam",0,0,-0.36,-1.66,5.39,0.6,871.81
"400","Z17",230,0,297.674011,0.464440389,100,0,3.63,14.73,722,257,105,146,33,80,187,45,157,65,33,18,6994.07,8127.54,7680.06,3909,"Qa","sandy clay",0,0,-2.07,7.74,3.55,-16.02,843.66
"401","Z18",231,2,221.82196,-0.74522048,100,0,0,10.58,726,259,105,147,32,80,187,45,157,65,32,18,1503.63,3544.21,6751.33,3417,"Qrcp","sandy clay loam",0,0,0.3,-1.6,4.28,-0.48,684.87
"402","Z19",238,2,257.714202,-0.212788198,100,0,2.49,13.92,736,264,105,147,32,80,187,45,157,65.82,32,18,3567.64,5699.94,8029.02,3417,"Qrcp","sandy loam",1,0,0.05,-3.87,4.59,-0.21,859.22
"403","Z20a",238,2,257.795745,-0.211397382,100,0,2.44,11.55,741,266,105,147,32,80,187,45,157,66,32,18,3574.29,5705.65,8031.08,3417,"Qrcp","sandy loam",1,0,-0.6,4.77,4.15,-2.84,799.53
"404","Z20",238,2,257.795745,-0.211397382,100,0,2.44,11.55,741,266,105,147,32,80,187,45,157,66,32,18,3574.29,5705.65,8031.08,3417,"Qrcp","sandy loam",1,0,-0.6,4.77,4.15,-2.84,799.53
"405","Z21",247,4,239.744659,-0.5038545,100,0,1.62,11.37,755,274,106,148,31,79,187,45,156,66,31,18,2372.74,4971.49,7926.4,3417,"Qrcp","sandy clay",0,0,0.26,0.07,4.74,0.02,821.91
"406","Z22",224,0,328.305053,0.850857448,100,0,4.8,14.72,720,260,102,149,32,80,189,45,157,64,32,17,9550.2,8339.77,5385.28,3636,"Czss","sandy clay",0,0,0.11,-1.68,3.52,-0.19,606.69
"407","Z23",222,0,275.583404,0.097294623,100,0,4.97,15.35,715,258,101,148,32,80,189,45,157,64,32,17,5041.57,7243.69,8409.71,3614,"Qrcp","sandy loam",1,0,-0.1,-1.31,3.03,0.13,589.89
"408","Z24",214,0,272.550354,0.044497377,100,0,5.99,15.78,699,250,100,148,32,81,189,45,158,64,32,17,4771.17,7078.25,8431.34,3614,"Qrcp","sandy clay loam",0,0,-0.2,-0.58,3.03,0.12,600.88
"409","Z25",228,2,235.825912,-0.561709273,100,0,3.62,13.62,707,254,101,149,31,80,189,45,158,64,31,17,2144.94,4664.77,7714.14,3417,"Qrcp","sandy clay loam",0,0,-0.03,-0.41,2.21,0.01,572.44
"410","Z26",233,2,222.608489,-0.735996792,100,0,3.5,11.33,712,256,101,149,31,80,188,45,158,64,31,17,1523.24,3593.07,6795.16,3417,"Qrcp","sandy clay loam",0,0,-0.04,-0.45,2.64,0.02,581.69
"411","Z27",241,5,234.408966,-0.581995724,100,0,0.6,10.86,722,261,102,149,31,79,188,45,157,65,31,17,2058.48,4544.17,7621.4,3417,"Qrcp","sandy loam",1,0,-0.03,-0.13,2.3,0,590.59
"412","Z28",223,2,165.391326,-0.967670999,100,0,3.88,14.45,714,258,101,149,32,80,189,45,158,64,32,17,1403.46,2057.28,4913.17,3292,"Qa","sandy loam",1,0,0.09,0.05,2.89,0,615.33
"413","Z29",223,0,278.648651,0.150374862,100,0,4.89,13.04,717,259,101,149,32,80,189,45,157,64,32,17,5324.33,7424.83,8385.83,3614,"Qrcp","sandy loam",1,0,0.06,1.41,3.66,0.09,645.09
"414","Z30",312,2,232.66806,-0.606431749,100,5,2.95,11.24,703,236,110,143,31,76,180,45,156,66,31,20,1959.36,4399.5,7513.2,3921,"Qrcp","sandy loam",1,0,0.33,0.34,3.43,0.11,703.02
"415","Z31",324,6,184.019531,-0.997540214,100,0,1.96,9.44,707,237,111,144,30,75,179,45,156,67,30,20.12,1342.57,1728.92,4505.22,2688,"Ssr","loamy sand",1,0,0.21,3.17,4.5,0.67,632.06
"416","Z32",347,3,237.379196,-0.539076643,100,0,1.59,11.2,715,239,112,144,30,74,178,45,156,67,30,21,2235.26,4787.43,7799.98,4202,"Dg396","loamy sand",1,0,0.36,4.19,3.52,1.5,714.29
"417","Z33",377,2,273.850372,0.067151099,100,5,3.99,13.16,725,241,115,144,29,72,176,45,156,68,28.68,22,4879.27,7135.93,8402.39,4202,"Dg396","loamy sand",1,0,0.28,3.7,2.08,1.03,559.57
"418","Z34",545,10,165.05162,-0.966158614,100,5,0.5,9.04,839,282,130,145,23,62,167,45,153,73,23,29,746.56,1233.04,3911.06,4214,"Czss","loamy sand",1,0,-0.36,2.12,4.77,-0.76,672.73
"419","Z35",621,25,156.754608,-0.918822954,100,0,0,9.16,892,300,137,146,20,58,163,46,152,75,20,33,154.99,326.24,393.83,4202,"Dg396","sandy loam",1,0,1.35,4.56,3.8,6.13,761.99
"420","Z36",603,12,37.855831,0.789557399,100,0,0,7.3,877,295,135,146,21,59,164,46,152,75,20,32,6334.95,3353.18,2407.37,2688,"Ssr","sandy loam",1,0,1.6,2.26,2.05,3.63,839.51
"421","Z37",506,36,57.193912,0.541797522,100,50,0,7.02,818,274,128,145,23,63,168,45,153,72.36,23,28.3,4595.81,2518.43,2981.68,2688,"Ssr","loamy sand",1,0,1.2,3.37,2.64,4.03,770.04
"422","Z38",454,8,64.58171,0.429223475,100,40,0,7.51,770,256,122,145,25,67,172,45,155,70,25,25,5465.97,2974.56,1425.34,2688,"Ssr","sandy loam",1,0,0.31,5.04,2.16,1.55,686.92
"423","Z39",343,3,83.239341,0.117722141,100,10,0,11.45,669,219,110,145,30,74,179,45,157,66,30,20,1328.74,810.67,535.84,3469,"Qrcp","loamy sand",1,0,0.45,0.28,3.52,0.12,690.63
"424","Z40",330,3,84.530334,0.095318748,100,5,1.81,12.4,656,214,108,145,30,74,180,45,157,65,30,20,659.91,453.07,352.76,3469,"Qrcp","sandy loam",1,0,-0.54,0.1,2.87,-0.05,599.18
"425","Z41",294,3,40.794471,0.757058107,100,0,2.41,11.66,624,202,104,145,31,76,182,44,158,64,31,19,3451.07,1822.22,1201.48,3469,"Qrcp","loamy sand",1,0,-0.91,-1.76,6.76,1.61,540.67
"426","GVICA",791,53,22.588748,0.923285669,5,95,0,6.65,1054,367,152,147,13,47,153,46,149,79,12.64,41.22,3601.09,3936.36,2497.78,3606,"Ssr","",1,0,-0.05,1.54,2.96,-0.08,792.74
"427","Q1",368,32,359.417785,0.999948372,100,50,0.87,9.63,750,250,117,142,28,71,174,45,155,69,28.45,22.96,10875.39,7996.25,3605.8,2688,"Ssr","loamy sand",1,0,0.19,2.86,3.39,0.53,610.59
"428","Q2",328,13,356.138061,0.997729241,100,5,0,9.11,717,238,112,141,30,75,178,45,156,67,30,21,10882.48,8037.32,3676.59,3417,"Qrcp","sandy loam",1,0,0.16,-1.08,5.47,-0.17,698.1
"429","Q3",268,7,296.622283,0.448106801,100,0,0,8.78,679,224,107,141,33,78,181,45,157,65,32.86,19,6834.98,8011.68,7625.53,3417,"Qrcp","sandy loam",1,0,-0.98,3.74,3.58,-3.65,950.16
"430","Q4",265,7,260.663879,-0.162225933,100,0,0.8,11.69,676,223,107,141,33,78,181,45,157,65,33,19,3769.18,6349.59,8405.48,3417,"Qrcp","sandy loam",1,0,-0.45,6.02,1.64,-2.72,948.24
"431","Q5",306,14,312.281372,0.672772009,100,50,0,7.92,701,232,110,141,31,76,179,45,156,67,31,20,8130.93,8230.69,6585.61,2688,"Ssr","sandy loam",1,0,0.09,1.28,6.31,0.11,1218.22
"432","Q6",341,23,319.684143,0.762489297,100,50,0,7.5,724,239,114,141,30,74,176,45,155,68,30,21.26,8748.51,8246.97,5915.44,2688,"Ssr","sandy loam",1,0,0.02,7.49,3.49,0.16,941.52
"433","Q7",344,21,302.321228,0.534665481,100,50,0,7.51,721,238,113,141,30,74,177,45,155,68,30,21,7270.23,8069.89,6614.83,2688,"Ssr","sandy loam",1,0,0.19,2.14,4.81,0.4,760.26
"434","Q8",330,8,299.064575,0.485795049,100,0,0,8.56,714,236,112,141,31,75,177,45,155,67,31,21,6980.68,7990.6,6743.12,2688,"Ssr","sandy clay loam",0,0,0.36,3.66,4.52,1.32,721.83
"435","Q9",322,5,312.155487,0.671144857,100,40,1.93,16.35,709,234,112,140,31,75,177,45,156,67,31,21,8124.72,8236.16,6602.97,2688,"Ssr","sandy loam",1,0,0.47,1.64,4.54,0.77,700.7
"436","Q10",296,12,329.375579,0.860524982,100,20,0,8.79,692,226,110,139,32,77,178,45,156,66,32,20,9612.13,8288.49,5204.24,3417,"Qrcp","sandy loam",1,0,0.48,2.15,5.53,1.04,813.92
"437","Q11",271,7,328.004882,0.848093246,100,0,0.57,12.62,677,220,108,139,33,78,179,45,156,66,33,20,9506.67,8314.05,5382.12,3417,"Qrcp","loamy sand",1,0,0.15,1.79,7.15,0.27,778.88
"438","Q12",261,4,346.186614,0.971078525,100,0,1.42,9.48,671,218,107,139,33,79,180,45,156,65,33,19,10686.72,8169.17,4068.45,3417,"Qrcp","loamy sand",1,0,0.07,2.6,8.17,0.18,846.71
"439","MTL1",748,30,61.711734,0.47390788,10,90,0,8.87,1037,359,153,149,13,47,155,46,149,79,12.73,41.03,1677.96,3954.09,5657.56,2688,"Ssr","sandy loam",1,0,0.33,3.43,2.17,1.15,667.42
"440","GRS1",413,3,183.431686,-0.998206877,100,0,3.62,10.5,782,270,118,147,27,70,176,45,155,69,27,23,1338.1,1716.23,4488.99,3921,"Qrcp","sandy loam",1,0,-0.48,1.19,5.55,-0.57,955.08
"441","GRS3",402,50,198.754257,-0.946906244,100,0,0,9.71,747,248,116,142,29,72,175,45,155,69,29,22.28,1412.34,2235.62,5136.96,2688,"Ssr","sandy loam",1,0,0.26,2.52,4.01,0.66,621.89
"442","GRS4",257,4,293.181701,0.393648338,100,0,1.66,13.55,673,222,106,141,33,79,182,45,157,65,33,19,6527.34,7913.26,7792.69,3417,"Qrcp","sandy loam",1,0,-0.23,4.69,6.29,-1.07,1078.18
"443","GRS5",238,2,263.874298,-0.106710105,100,0,4.96,12.89,664,220,105,141,34,80,183,45,157,64,34,18,4012.36,6519.81,8400.13,4191,"Qa","sandy clay loam",0,0,-0.43,6.09,5.97,-2.65,1427.57
"444","GRS12",499,48,217.878219,-0.789317548,100,0,0,6.74,851,305,121,151,23,66,176,46,154,70.83,23,24,1382.69,3229.3,6410.22,2688,"Ssr","sandy clay loam",0,0,-0.34,0.36,4.01,-0.12,823.15
"445","GRS13",282,6,310.807952,0.65352566,100,0,0,8.8,796,293,109,150,30,77,186,46,156,67,30,19,8027.68,8236.57,6719.98,2688,"Ssr","sandy loam",1,0,0.32,7.79,0.73,2.51,968.54
"446","GRS19",228,3,85.963729,0.070387966,100,0,1.49,13.48,755,281,104,152,31,80,191,46,157,65,31,17,401.09,455.5,583.64,2598,"Qrcp","sandy loam",1,0,-0.23,0.9,8.83,-0.21,610.64
"447","GRS20",199,5,46.011703,0.694511427,100,0,0,8.9,633,226,93,155,31,81,194,45,161,61,31,15,579.81,1576.1,3087.78,2598,"Qrcp","sandy loam",1,0,-0.12,-0.97,1.61,0.12,793.97
"448","GRS21",186,0,62.819919,0.456788692,100,0,0,11.25,596,210,90,156,31,82,196,44,162,59,31,14,517.79,1935.95,4661.19,2598,"Qrcp","sandy loam",1,0,-0.07,0.35,1.98,-0.02,686.46
"449","GRS22",227,7,24.032817,0.913312343,100,0,0.59,12.86,586,204,90,158,28,79,194,44,162,58,28,14,585.05,390.89,431.36,2598,"Qrcp","loamy sand",1,0,-0.15,3.06,2.4,-0.45,657.37
"450","GRS23",201,2,348.593688,0.980249394,100,0,2.53,19.16,555,192,87,158,29,81,196,44,163,55.82,29,14,436.07,951.8,610.78,2598,"Qrcp","loamy sand",1,0,-0.3,-0.81,1.62,0.24,560.22
"451","GRS24",231,21,246.19783,-0.403579949,100,0,0,8.96,587,204,90,158,28,79,194,44,162,58.49,27.98,14.02,1657.51,4631.3,7825.47,2688,"Ssr","loamy sand",1,0,-0.49,10.35,3.09,-5.03,809.39
"452","GRS25",243,12,204.924011,-0.906867491,100,0,0,9.22,595,208,91,157,28,79,193,44,162,59,28,14,618,1381.41,4173.52,2598,"Qrcp","loamy sand",1,0,-0.02,2.27,3.44,-0.05,737.43
"453","GPS11",408,7,46.64952,0.686459285,25,10,0,18.59,830,299,117,151,25,70,179,46,155,69,25.41,22,8216.08,8231.26,6492.9,2688,"Ssr","sandy loam",1,0,0.14,0.92,3.55,0.13,638.15
"454","GPS14",256,2,226.011993,-0.694507785,100,0,3.94,12.25,774,284,106,149,31,79,187,46,156,66,31,18,1625.2,3835.93,7013.22,3417,"Qrcp","sandy clay loam",0,0,-0.82,-1.21,4.7,0.99,890.07
"455","GPS16",237,2,185.887313,-0.994725554,100,0,4.86,13.94,743,270,104,149,31,80,188,45,157,65,31,18,1357.01,1769.53,4558.17,2688,"Ssr","sandy clay loam",0,0,-0.34,1.65,2.16,-0.56,787.15
"456","GPS17",219,0,254.780334,-0.262520392,100,0,5.99,15,718,256,103,147,33,81,188,45,157,65,33,18,3406.36,6082.67,8467.79,3292,"Qa","sandy clay loam",0,0,-0.34,4.65,4.42,-1.57,715.69
"457","GPS6",631,20,196.76889,-0.957476293,100,0,0,11.7,907,312,136,148,19,57,165,46,152,75,19,32,1408.33,2139.85,5027.12,2688,"Ssr","sandy clay loam",0,0,0.41,2.96,7.86,1.21,957.22
"458","gftop",454,51,258.573608,-0.198108859,5,95,0,9.66,791,261,123,140,27,68,169,45,153,71,27,25.93,3676.34,6300.35,8482.21,2688,"Ssr","loamy sand",1,0,0.12,-0.61,5.02,-0.07,628.42
